Cruise,Vessel,Dive,Location,Photo Name,Latitude,Longitude,Depth (m),Bathy Depth (m),Local Relief in 10m (m),Log Local Relief,Backscatter (dB),Biological Zone,Major Habitat,Biology,Geomorphological Descriptor,Transitional,"Hard, Soft, Rubble",Level 1: Ecological Region,Level 2: Regime,Level 3: System,Level 4: Geoform/Hydroform,Level 5: Zone,Level 5: Subzone,Level 6: Macrohabitat,Level 7: Habitat,Level 8: Biotope,Human Impact,Duplicate,Comments,A1,A2,A3 (Antipathes sp.),A4,A5 (Stichopathes sp.),A6,A7 (Antipathes),A8,A9,A10,A11,A12,A13 (Stichopathes sp.),A14,A15,Acanthopathes thyoides,Antipathes atlantica,Antipathes furcata,Antipathes gracilis,Antipathes sp.,DFH8-30A Antipathes sp. cf. gracilis,Antipathes sp.- Humann 185,Aphanipathes pedata,Elatopathes abietina- green,Elatopathes abietina- green branching,Elatopathes abietina- white,Elatopathes abietina- white branching,Elatopathes sp.,Phanopathes expansa,Plumapathes pennacea,Stichopathes sp.,DFH11-19A Stichopathes sp.,DFH11-19B Stichopathes sp.,Tanacetipathes sp.,unid Antipatharian
DFH4,Spree,Dive 1,EFGB,Dive 1018 09 59 32.JPG,27.9094426,-93.58334195,68.58,-70.45677185,0.05245972,-1.280174031755186,-87.27068329,Brine Seep,Brine Seep,Hardbottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1019 10 00 18.JPG,27.909431666666666,-93.58317986666667,71.9328,-70.41639709,0.12699127,-0.8962261335412353,-91.47953796,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1020 10 00 34.JPG,27.909473733333332,-93.583103,72.2376,-70.50439453,0.42907715,-0.36746461269441366,-89.85015869,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1021 10 00 42.JPG,27.90951816666667,-93.58307006666666,72.2376,-70.48490906,0.43990326,-0.35664281957629695,-91.57024384,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1022 10 01 08.JPG,27.910233333333334,-93.58373333333333,71.628,-59.98048401,0.65568161,-0.18330699688483876,-96.16456604,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1023 10 01 24.JPG,27.90946495,-93.58317313333333,69.7992,-70.51106262,0.24971008,-0.602563926210848,-88.13513947,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1024 10 01 38.JPG,27.9094893,-93.58303498333333,69.1896,-70.43717194,0.36185455,-0.4414659621357054,-91.57024384,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1025 10 02 42.JPG,27.90936608333333,-93.58288358333333,67.9704,-68.66119385,2.26411438,0.35489836304100064,-93.90242767,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1026 10 04 08.JPG,27.909300283333334,-93.58306333333333,70.104,-70.359375,0.12548065,-0.9014232402876327,-90.23809814,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1027 10 08 14.JPG,27.909182816666668,-93.5829168,73.152,-70.2363205,1.98719788,0.298241115178857,-97.32511902,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,Powell research site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1028 10 08 24.JPG,27.909233066666665,-93.5828862,73.7616,-67.78407288,2.57377625,0.4105707890275503,-87.68239594,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,Powell research site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1029 10 08 36.JPG,27.909888416666668,-93.58476946666667,74.676,-57.58263016,0.41883469,-0.3779573550456012,-97.07142639,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,Powell research site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1030 10 08 44.JPG,27.9093356,-93.58288741666667,74.3712,-68.66119385,2.26411438,0.35489836304100064,-94.01428223,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,Powell research site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1031 10 08 54.JPG,27.909328566666666,-93.58288558333334,73.152,-69.01502991,2.6687088,0.4263011877055784,-94.01428223,Brine Seep,Brine Seep,Bacterial Mat ,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1032 10 10 12.JPG,27.90911265,-93.58272523333333,75.5904,-65.2611618,1.21038818,0.08292467394949843,-96.61175537,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1033 10 10 54.JPG,27.9092049,-93.58270685,73.7616,-64.89439392,0.55679321,-0.25430606951371637,-92.56417847,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1034 10 11 08.JPG,27.9091457,-93.58270566666667,73.152,-65.2611618,1.21038818,0.08292467394949843,-94.30716705,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1035 10 11 20.JPG,27.9091937,-93.58262096666667,72.5424,-64.40828705,0.38982391,-0.40913152678175535,-94.87368774,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1036 10 11 34.JPG,27.909158833333333,-93.58267233333333,71.9328,-64.50814056,0.3299942,-0.48149369324372204,-91.93753052,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1037 10 12 04.JPG,27.909252316666667,-93.58277095,72.5424,-65.11935425,0.94307709,-0.02545280525503254,-95.63259888,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
DFH4,Spree,Dive 1,EFGB,Dive 1038 10 12 34.JPG,27.909196583333333,-93.58282593333334,75.2856,-65.84503174,0.76236725,-0.11783576852106654,-94.43582153,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1039 10 12 44.JPG,27.909235316666667,-93.5827492,75.5904,-64.89439392,0.55679321,-0.25430606951371637,-95.63259888,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1040 10 12 52.JPG,27.90923505,-93.5827052,75.8952,-64.89439392,0.55679321,-0.25430606951371637,-94.26039124,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1041 10 12 58.JPG,27.909248983333335,-93.58263511666667,75.5904,-63.62269211,1.06310272,0.026575229315304396,-94.0,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1042 10 13 04.JPG,27.909204966666668,-93.58269981666666,75.8952,-64.34234619,0.53690338,-0.27010386198809705,-92.56417847,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1043 10 14 00.JPG,27.909145266666666,-93.58268328333334,74.9808,-64.73828125,0.87281799,-0.05907631091053613,-94.30716705,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,Powell research site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1044 10 14 48.JPG,27.911159383333334,-93.58372321666667,74.9808,-57.75571442,0.44997025,-0.3468161988645271,-96.44442749,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1045 10 15 06.JPG,27.909193933333334,-93.58308453333333,74.3712,-70.49763489,0.05736542,-1.2413498223875201,-94.2483902,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1046 10 15 40.JPG,27.909161383333334,-93.58253585,74.9808,-64.11305237,0.86541748,-0.0627743370193426,-90.49808502,Brine Seep,Brine Seep,Bacterial Mat,Brine Seep,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Cold Seep,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1047 10 16 09.JPG,27.909130316666666,-93.58267421666666,74.3712,-64.73828125,0.87281799,-0.05907631091053613,-94.30716705,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1048 10 19 14.JPG,27.909219083333333,-93.5828812,73.152,-67.78407288,2.57377625,0.4105707890275503,-87.68239594,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1049 10 19 30.JPG,27.909207533333333,-93.58287411666667,72.2376,-67.78407288,2.57377625,0.4105707890275503,-94.43582153,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1050 10 20 19.JPG,27.909227383333334,-93.58314955,73.152,-70.51525116,0.061203,-1.2132272894310183,-89.34528351,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1051 10 20 26.JPG,27.909258616666666,-93.58306121666666,72.8472,-70.48485565,0.11380005,-0.9438575471261909,-95.20396423,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1052 10 21 12.JPG,27.909295666666665,-93.58300331666666,72.8472,-70.48247528,0.41057587,-0.3866065781845915,-93.39058685,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH4,Spree,Dive 1,EFGB,Dive 1053 10 21 31.JPG,27.909260716666665,-93.58305135,73.152,-70.44120026,0.11380005,-0.9438575471261909,-95.20396423,Brine Seep,Brine Seep,Hard Bottom Community,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
