EventID,Sample ID,Locality,Station,Dive #,Photo #,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,ImageFilePath,ScientificName,VerbatimScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density (colony/m²),PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
627,627015,Elvers Bank,ELV8-T1,627,15,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:55:27,Dive 627_0015_105527,Elatopathes abietina,,,,,4,0.6153846153846154,,,,,Soft bottom,Soft bottom
627,627015,Elvers Bank,ELV8-T1,627,15,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:55:27,Dive 627_0015_105527,Nicella sp. ,,,,,16,2.4615384615384617,,,,,Soft bottom,Soft bottom
627,627015,Elvers Bank,ELV8-T1,627,15,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:55:27,Dive 627_0015_105527,Plexauridae,,,Muriceides sp./Placogorgia sp. complex,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627018,Elvers Bank,ELV8-T1,627,18,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:55:49,Dive 627_0018_105549,Elatopathes abietina,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627018,Elvers Bank,ELV8-T1,627,18,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:55:49,Dive 627_0018_105549,Nicella sp. ,,,,,5,0.7692307692307693,,,,,Soft bottom,Soft bottom
627,627022,Elvers Bank,ELV8-T1,627,22,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:17,Dive 627_0022_105617,Elatopathes abietina,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627022,Elvers Bank,ELV8-T1,627,22,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:17,Dive 627_0022_105617,Nicella sp. ,,,,,15,2.3076923076923075,,,,,Soft bottom,Soft bottom
627,627024,Elvers Bank,ELV8-T1,627,24,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:36,Dive 627_0024_105636,Nicella sp. ,,,,,14,2.1538461538461537,,,,,Soft bottom,Soft bottom
627,627024,Elvers Bank,ELV8-T1,627,24,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:36,Dive 627_0024_105636,Anthozoa,,,Sea whip,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627025,Elvers Bank,ELV8-T1,627,25,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:40,Dive 627_0025_105640,Nicella sp. ,,,,,27,4.153846153846154,,,,,Soft bottom,Soft bottom
627,627025,Elvers Bank,ELV8-T1,627,25,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:56:40,Dive 627_0025_105640,Anthozoa,,,Sea whip,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627030,Elvers Bank,ELV8-T1,627,30,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:12,Dive 627_0030_105712,Elatopathes abietina,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627030,Elvers Bank,ELV8-T1,627,30,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:12,Dive 627_0030_105712,Nicella sp. ,,,,,23,3.5384615384615383,,,,,Soft bottom,Soft bottom
627,627031,Elvers Bank,ELV8-T1,627,31,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:19,Dive 627_0031_105719,Nicella sp. ,,,,,19,2.923076923076923,,,,,Soft bottom,Soft bottom
627,627031,Elvers Bank,ELV8-T1,627,31,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:19,Dive 627_0031_105719,Porifera,,,,Yellow tube sponge,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627031,Elvers Bank,ELV8-T1,627,31,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:19,Dive 627_0031_105719,Scleractinia,,,,Stony coral,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627031,Elvers Bank,ELV8-T1,627,31,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:19,Dive 627_0031_105719,Anthozoa,,,Sea whip,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627034,Elvers Bank,ELV8-T1,627,34,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:37,Dive 627_0034_105737,Nicella sp. ,,,,,4,0.6153846153846154,,,,,Soft bottom,Soft bottom
627,627035,Elvers Bank,ELV8-T1,627,35,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:43,Dive 627_0035_105743,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627035,Elvers Bank,ELV8-T1,627,35,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:43,Dive 627_0035_105743,Elatopathes abietina,,,,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627035,Elvers Bank,ELV8-T1,627,35,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:43,Dive 627_0035_105743,Nicella sp. ,,,,,12,1.8461538461538463,,,,,Soft bottom,Soft bottom
627,627035,Elvers Bank,ELV8-T1,627,35,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:43,Dive 627_0035_105743,Porifera,,,,Yellow tube sponge,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627035,Elvers Bank,ELV8-T1,627,35,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:57:43,Dive 627_0035_105743,Scleractinia,,,,Stony coral,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627037,Elvers Bank,ELV8-T1,627,37,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:01,Dive 627_0037_105801,Nicella sp. ,,,,,10,1.5384615384615385,,,,,Soft bottom,Soft bottom
627,627037,Elvers Bank,ELV8-T1,627,37,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:01,Dive 627_0037_105801,Placogorgia sp.,,,,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627037,Elvers Bank,ELV8-T1,627,37,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:01,Dive 627_0037_105801,Scleractinia ,,,,Branching stony coral,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627038,Elvers Bank,ELV8-T1,627,38,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:06,Dive 627_0038_105806,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627038,Elvers Bank,ELV8-T1,627,38,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:06,Dive 627_0038_105806,Elatopathes abietina,,,,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627038,Elvers Bank,ELV8-T1,627,38,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:06,Dive 627_0038_105806,Nicella sp. ,,,,,16,2.4615384615384617,,,,,Soft bottom,Soft bottom
627,627038,Elvers Bank,ELV8-T1,627,38,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:06,Dive 627_0038_105806,Oxysmilia rotundifolia,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627039,Elvers Bank,ELV8-T1,627,39,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:12,Dive 627_0039_105812,Nicella sp. ,,,,,8,1.2307692307692308,,,,,Soft bottom,Soft bottom
627,627039,Elvers Bank,ELV8-T1,627,39,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:12,Dive 627_0039_105812,Scleractinia,,,,Stony coral,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627040,Elvers Bank,ELV8-T1,627,40,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:17,Dive 627_0040_105817,Alcyonacea,Gorgonacea,,Gorgonian sp.,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627040,Elvers Bank,ELV8-T1,627,40,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:17,Dive 627_0040_105817,Ellisella sp.,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627040,Elvers Bank,ELV8-T1,627,40,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:17,Dive 627_0040_105817,Nicella sp. ,,,,,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627040,Elvers Bank,ELV8-T1,627,40,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:17,Dive 627_0040_105817,Pennatulacea ,,,Sea pen,,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627043,Elvers Bank,ELV8-T1,627,43,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:31,Dive 627_0043_105831,Nicella sp. ,,,,,10,1.5384615384615385,,,,,Soft bottom,Soft bottom
627,627044,Elvers Bank,ELV8-T1,627,44,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:36,Dive 627_0044_105836,Nicella sp. ,,,,,4,0.6153846153846154,,,,,Soft bottom,Soft bottom
627,627044,Elvers Bank,ELV8-T1,627,44,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:36,Dive 627_0044_105836,Oxysmilia rotundifolia,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627044,Elvers Bank,ELV8-T1,627,44,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:36,Dive 627_0044_105836,Scleractinia ,,,,Branching stony coral,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627046,Elvers Bank,ELV8-T1,627,46,27.8131455,-91.090245,145,,,,7/22/2018 0:00,10:58:51,Dive 627_0046_105851,Nicella sp. ,,,,,5,0.7692307692307693,,,,,Soft bottom,Soft bottom
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Acanthopathes thyoides,,,,,5,0.7692307692307693,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Callogorgia gracilis,,,,,3,0.46153846153846156,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Elatopathes abietina,,,,,15,2.3076923076923075,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Nicella sp. ,,,,,49,7.538461538461538,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Paramuricea,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Porifera,,,,Yellow sponge,12,1.8461538461538463,,,,,Deep reef,Deep reef
627,627079,Elvers Bank,ELV8-T2,627,79,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:39,Dive 627_0079_110839,Stichopathes sp. ,,,,,3,0.46153846153846156,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Acanthopathes thyoides,,,,,5,0.7692307692307693,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Callogorgia gracilis,,,,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Elatopathes abietina,,,,,13,2,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Nicella sp. ,,,,,33,5.076923076923077,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Paramuricea,,,,,4,0.6153846153846154,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Porifera,,,,Yellow sponge,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627080,Elvers Bank,ELV8-T2,627,80,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:08:45,Dive 627_0080_110845,Stichopathes sp. ,,,,,3,0.46153846153846156,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Acanthopathes thyoides,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Callogorgia gracilis,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Elatopathes abietina,,,,,7,1.0769230769230769,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Nicella sp. ,,,,,12,1.8461538461538463,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Paramuricea,,,,,4,0.6153846153846154,,,,,Deep reef,Deep reef
627,627085,Elvers Bank,ELV8-T2,627,85,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:19,Dive 627_0085_110919,Anthozoa,,,Sea whip,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Acanthopathes thyoides,,,,,9,1.3846153846153846,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,7,1.0769230769230769,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Elatopathes abietina,,,,,9,1.3846153846153846,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Nicella sp. ,,,,,29,4.461538461538462,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Oxysmilia rotundifolia,,,,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Corallistes typus,,,,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627087,Elvers Bank,ELV8-T2,627,87,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:09:33,Dive 627_0087_110933,Anthozoa,,,Sea whip,,7,1.0769230769230769,,,,,Deep reef,Deep reef
627,627093,Elvers Bank,ELV8-T2,627,93,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:02,Dive 627_0093_111002,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627093,Elvers Bank,ELV8-T2,627,93,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:02,Dive 627_0093_111002,Elatopathes abietina,,,,,9,1.3846153846153846,,,,,Soft bottom,Soft bottom
627,627093,Elvers Bank,ELV8-T2,627,93,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:02,Dive 627_0093_111002,Ellisella sp.,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627093,Elvers Bank,ELV8-T2,627,93,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:02,Dive 627_0093_111002,Nicella sp. ,,,,,10,1.5384615384615385,,,,,Soft bottom,Soft bottom
627,627094,Elvers Bank,ELV8-T2,627,94,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:06,Dive 627_0094_111006,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627094,Elvers Bank,ELV8-T2,627,94,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:06,Dive 627_0094_111006,Callogorgia gracilis,,,,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627094,Elvers Bank,ELV8-T2,627,94,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:06,Dive 627_0094_111006,Elatopathes abietina,,,,,8,1.2307692307692308,,,,,Soft bottom,Soft bottom
627,627094,Elvers Bank,ELV8-T2,627,94,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:06,Dive 627_0094_111006,Nicella sp. ,,,,,10,1.5384615384615385,,,,,Soft bottom,Soft bottom
627,627094,Elvers Bank,ELV8-T2,627,94,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:06,Dive 627_0094_111006,Anthozoa,,,Sea whip,,1,0.15384615384615385,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Elatopathes abietina,,,,,5,0.7692307692307693,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Ellisella sp.,,,,,3,0.46153846153846156,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Nicella sp. ,,,,,7,1.0769230769230769,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Paramuricea,,,,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627096,Elvers Bank,ELV8-T2,627,96,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:24,Dive 627_0096_111024,Thesea nutans,,,,,2,0.3076923076923077,,,,,Soft bottom,Soft bottom
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Alcyonacea,Gorgonacea,,Gorgonian sp.,yellow,4,0.6153846153846154,,,,,Deep reef,Deep reef
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Callogorgia gracilis,,,,,6,0.9230769230769231,,,,,Deep reef,Deep reef
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Elatopathes abietina,,,,,7,1.0769230769230769,,,,,Deep reef,Deep reef
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Ellisella sp.,,,,,7,1.0769230769230769,,,,,Deep reef,Deep reef
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Nicella sp. ,,,,,37,5.6923076923076925,,,,,Deep reef,Deep reef
627,627099,Elvers Bank,ELV8-T2,627,99,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:37,Dive 627_0099_111037,Oxysmilia rotundifolia,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Callogorgia gracilis,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Elatopathes abietina,,,,,11,1.6923076923076923,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Ellisella sp.,,,,,10,1.5384615384615385,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Nicella sp. ,,,,,33,5.076923076923077,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Oxysmilia rotundifolia,,,,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627101,Elvers Bank,ELV8-T2,627,101,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:10:45,Dive 627_0101_111045,Paramuricea,,,,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627113,Elvers Bank,ELV8-T2,627,113,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:11:55,Dive 627_0113_111155,Acanthopathes thyoides,,,,,4,0.6153846153846154,,,,,Deep reef,Deep reef
627,627113,Elvers Bank,ELV8-T2,627,113,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:11:55,Dive 627_0113_111155,Callogorgia gracilis,,,,,15,2.3076923076923075,,,,,Deep reef,Deep reef
627,627113,Elvers Bank,ELV8-T2,627,113,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:11:55,Dive 627_0113_111155,Elatopathes abietina,,,,,15,2.3076923076923075,,,,,Deep reef,Deep reef
627,627113,Elvers Bank,ELV8-T2,627,113,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:11:55,Dive 627_0113_111155,Nicella sp. ,,,,,40,6.153846153846154,,,,,Deep reef,Deep reef
627,627113,Elvers Bank,ELV8-T2,627,113,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:11:55,Dive 627_0113_111155,Plexauridae,,,Muriceides sp./Placogorgia sp. complex,,2,0.3076923076923077,,,,,Deep reef,Deep reef
627,627114,Elvers Bank,ELV8-T2,627,114,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:12:00,Dive 627_0114_111200,Acanthopathes thyoides,,,,,1,0.15384615384615385,,,,,Deep reef,Deep reef
627,627114,Elvers Bank,ELV8-T2,627,114,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:12:00,Dive 627_0114_111200,Callogorgia gracilis,,,,,12,1.8461538461538463,,,,,Deep reef,Deep reef
627,627114,Elvers Bank,ELV8-T2,627,114,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:12:00,Dive 627_0114_111200,Elatopathes abietina,,,,,15,2.3076923076923075,,,,,Deep reef,Deep reef
627,627114,Elvers Bank,ELV8-T2,627,114,27.813265833333332,-91.09111833,132,,,,7/22/2018 0:00,11:12:00,Dive 627_0114_111200,Nicella sp. ,,,,,38,5.846153846153846,,,,,Deep reef,Deep reef
