EventID,Locality,Station,SampleID,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,Observer,ObservationDate,ObservationTime,Photo area (m),ImageFilePath,ScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density,PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548011 07 58 02.jpg,27.8511959,-93.27425528,,,,,Marissa Nuttall,,7:58:02,0.76,,Ophiuroidea,,BrS2,Echinodermata,1,1.3157894736842106,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548014 07 59 12.jpg,27.85120093,-93.2743389,,,,,Marissa Nuttall,,7:59:12,2.95,,,,,,0,0,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548015 07 59 24.jpg,27.85120848,-93.27435688,,,,,Marissa Nuttall,,7:59:24,2.58,,,,,,0,0,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548017 07 59 44.jpg,27.85116597,-93.27441728,,,,,Marissa Nuttall,,7:59:44,2.76,,Crinoidea,,CRND12,Echinodermata,2,0.7246376811594204,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548017 07 59 44.jpg,27.85116597,-93.27441728,,,,,Marissa Nuttall,,7:59:44,2.76,,Ellisella sp.,,,Cnidaria,1,0.3623188405797102,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548020 08 00 30.jpg,27.85100922,-93.27445185,,,,,Marissa Nuttall,,8:00:30,3,,Crinoidea,,CRND13,Echinodermata,3,1,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548020 08 00 30.jpg,27.85100922,-93.27445185,,,,,Marissa Nuttall,,8:00:30,3,,Antipathes furcata,,,Cnidaria,5,1.6666666666666667,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Stichopathes sp. ,,,Cnidaria,1,0.22075055187637968,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Nicella sp. ,,,Cnidaria,11,2.4282560706401766,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Antipathes furcata,,,Cnidaria,1,0.22075055187637968,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Bebryce sp.,,,Cnidaria,1,0.22075055187637968,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Elatopathes abietina,,,Cnidaria,3,0.662251656,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548031 08 03 46.jpg,27.85083858,-93.27453013,,,,,Marissa Nuttall,,8:03:46,4.53,,Crinoidea,,CRND12,Echinodermata,1,0.22075055187637968,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548034 08 04 50.jpg,27.85083593,-93.27456975,,,,,Marissa Nuttall,,8:04:50,2.97,,Ellisella sp.,,,Cnidaria,2,0.6734006734006733,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548034 08 04 50.jpg,27.85083593,-93.27456975,,,,,Marissa Nuttall,,8:04:50,2.97,,Antipathes furcata,,,Cnidaria,2,0.6734006734006733,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548034 08 04 50.jpg,27.85083593,-93.27456975,,,,,Marissa Nuttall,,8:04:50,2.97,,Crinoidea,,CRND12,Echinodermata,1,0.33670033670033667,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548034 08 04 50.jpg,27.85083593,-93.27456975,,,,,Marissa Nuttall,,8:04:50,2.97,,Elatopathes abietina,,,Cnidaria,3,1.01010101,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548034 08 04 50.jpg,27.85083593,-93.27456975,,,,,Marissa Nuttall,,8:04:50,2.97,,Crinoidea,,CRND1,Echinodermata,1,0.33670033670033667,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Aphanipathes pedata,,,Cnidaria,1,0.2590673575129534,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Elatopathes abietina,,,Cnidaria,2,0.5181347150259068,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Nicella sp. ,,,Cnidaria,2,0.5181347150259068,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Crinoidea,,CRND1,Echinodermata,2,0.5181347150259068,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Phrynophiurida,,BS9,Echinodermata,1,0.2590673575129534,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548035 08 05 10.jpg,27.85084818,-93.27452125,,,,,Marissa Nuttall,,8:05:10,3.86,,Paramuricea sp.,,,Cnidaria,2,0.5181347150259068,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Aphanipathes pedata,,,Cnidaria,1,0.8403361344537815,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Elatopathes abietina,,,Cnidaria,1,0.8403361344537815,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Nicella sp. ,,,Cnidaria,2,1.680672268907563,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Crinoidea,,CRND1,Echinodermata,2,1.680672268907563,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Antipathes furcata,,,Cnidaria,1,0.8403361344537815,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548045 08 14 10.jpg,27.85084002,-93.27459613,,,,,Marissa Nuttall,,8:14:10,1.19,,Phrynophiurida,,BS9,Echinodermata,1,0.8403361344537815,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Scleracis sp.,,,Cnidaria,1,0.6578947368421053,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Antipathes sp.,,,Cnidaria,1,0.6578947368421053,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Elatopathes abietina,,,Cnidaria,5,3.289473684210526,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Ellisella sp.,,,Cnidaria,1,0.6578947368421053,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Nicella sp. ,,,Cnidaria,6,3.9473684210526314,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Ophiuroidea,,BS3,Echinodermata,2,1.3157894736842106,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548047 08 16 40.jpg,27.85088885,-93.27466995,,,,,Marissa Nuttall,,8:16:40,1.52,,Phrynophiurida,,BrS4,Echinodermata,3,1.9736842105263157,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Scleracis sp.,,,Cnidaria,1,1.3513513513513513,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Antipathes furcata,,,Cnidaria,1,1.3513513513513513,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Nicella sp. ,,,Cnidaria,5,6.756756756756757,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Chironephthya caribeae,,,Cnidaria,1,1.3513513513513513,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Elatopathes abietina,,,Cnidaria,9,12.162162162162163,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Oculina sp.,,,Cnidaria,1,1.3513513513513513,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548059 08 21 22.jpg,27.85094715,-93.2746519,,,,,Marissa Nuttall,,8:21:22,0.74,,Ellisella sp.,,,Cnidaria,1,1.3513513513513513,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548064 08 27 08.jpg,27.85098472,-93.27484172,,,,,Marissa Nuttall,,8:27:08,3.24,,Oxysmilia rotundifolia,,,Cnidaria,1,0.30864197530864196,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548064 08 27 08.jpg,27.85098472,-93.27484172,,,,,Marissa Nuttall,,8:27:08,3.24,,Elatopathes abietina,,,Cnidaria,10,3.0864197530864197,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548064 08 27 08.jpg,27.85098472,-93.27484172,,,,,Marissa Nuttall,,8:27:08,3.24,,Nicella sp. ,,,Cnidaria,9,2.7777777777777777,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548064 08 27 08.jpg,27.85098472,-93.27484172,,,,,Marissa Nuttall,,8:27:08,3.24,,Ellisella sp.,,,Cnidaria,2,0.6172839506172839,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548064 08 27 08.jpg,27.85098472,-93.27484172,,,,,Marissa Nuttall,,8:27:08,3.24,,Crinoidea,,CRND1,Echinodermata,1,0.30864197530864196,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548066 08 27 28.jpg,27.85100583,-93.2748973,,,,,Marissa Nuttall,,8:27:28,3.32,,Elatopathes abietina,,,Cnidaria,2,0.6024096385542169,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548066 08 27 28.jpg,27.85100583,-93.2748973,,,,,Marissa Nuttall,,8:27:28,3.32,,Paramuricea sp.,,,Cnidaria,1,0.30120481927710846,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548066 08 27 28.jpg,27.85100583,-93.2748973,,,,,Marissa Nuttall,,8:27:28,3.32,,Ophiuroidea,,BS3,Echinodermata,2,0.6024096385542169,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548066 08 27 28.jpg,27.85100583,-93.2748973,,,,,Marissa Nuttall,,8:27:28,3.32,,Nicella sp. ,,,Cnidaria,1,0.30120481927710846,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548066 08 27 28.jpg,27.85100583,-93.2748973,,,,,Marissa Nuttall,,8:27:28,3.32,,Crinoidea,,CRND6,Echinodermata,1,0.30120481927710846,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548067 08 27 48.jpg,27.85098378,-93.27492135,,,,,Marissa Nuttall,,8:27:48,3.01,,Antipathes furcata,,,Cnidaria,3,0.9966777408637875,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548067 08 27 48.jpg,27.85098378,-93.27492135,,,,,Marissa Nuttall,,8:27:48,3.01,,Nicella sp. ,,,Cnidaria,3,0.9966777408637875,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548067 08 27 48.jpg,27.85098378,-93.27492135,,,,,Marissa Nuttall,,8:27:48,3.01,,Ophiuroidea,,BS3,Echinodermata,1,0.33222591362126247,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548067 08 27 48.jpg,27.85098378,-93.27492135,,,,,Marissa Nuttall,,8:27:48,3.01,,Crinoidea,,CRND1,Echinodermata,2,0.6644518272425249,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548067 08 27 48.jpg,27.85098378,-93.27492135,,,,,Marissa Nuttall,,8:27:48,3.01,,Elatopathes abietina,,,Cnidaria,1,0.33222591362126247,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Nicella sp. ,,,Cnidaria,3,0.9463722397476341,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Crinoidea,,CRND1,Echinodermata,1,0.31545741324921134,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Crinoidea,,CRND6,Echinodermata,1,0.31545741324921134,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Antipathes furcata,,,Cnidaria,1,0.31545741324921134,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Ellisella sp.,,,Cnidaria,1,0.31545741324921134,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548069 08 28 08.jpg,27.85100298,-93.27494523,,,,,Marissa Nuttall,,8:28:08,3.17,,Elatopathes abietina,,,Cnidaria,5,1.5772870662460567,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Paramuricea sp.,,,Cnidaria,1,0.2717391304347826,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Scleracis sp.,,,Cnidaria,1,0.2717391304347826,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Elatopathes abietina,,,Cnidaria,5,1.358695652173913,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Oxysmilia rotundifolia,,,Cnidaria,1,0.2717391304347826,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Crinoidea,,CRND1,Echinodermata,3,0.8152173913043478,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548071 08 28 32.jpg,27.85098862,-93.27501858,,,,,Marissa Nuttall,,8:28:32,3.68,,Nicella sp. ,,,Cnidaria,5,1.358695652173913,,,,,Deep Reef,Silted Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548075 08 29 38.jpg,27.85102033,-93.27519122,,,,,Marissa Nuttall,,8:29:38,3.05,,Antipathes furcata,,,Cnidaria,4,1.3114754098360657,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548075 08 29 38.jpg,27.85102033,-93.27519122,,,,,Marissa Nuttall,,8:29:38,3.05,,Ophiuroidea,,BS3,Echinodermata,1,0.3278688524590164,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Crinoidea,,CRND6,Echinodermata,4,1.1976047904191618,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Crinoidea,,CRND7,Echinodermata,2,0.5988023952095809,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Scleracis sp.,,,Cnidaria,2,0.5988023952095809,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Ellisella sp.,,,Cnidaria,2,0.5988023952095809,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Elatopathes abietina,,,Cnidaria,2,0.5988023952095809,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Crinoidea,,CRND12,Echinodermata,1,0.29940119760479045,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548076 08 29 46.jpg,27.85103775,-93.27519662,,,,,Marissa Nuttall,,8:29:46,3.34,,Crinoidea,,CRND1,Echinodermata,1,0.29940119760479045,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548084 08 31 12.jpg,27.85104443,-93.27530038,,,,,Marissa Nuttall,,8:31:12,2.87,,Ellisella sp.,,,Cnidaria,1,0.3484320557491289,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548084 08 31 12.jpg,27.85104443,-93.27530038,,,,,Marissa Nuttall,,8:31:12,2.87,,Elatopathes abietina,,,Cnidaria,2,0.6968641114982578,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548084 08 31 12.jpg,27.85104443,-93.27530038,,,,,Marissa Nuttall,,8:31:12,2.87,,Crinoidea,,CRND6,Echinodermata,2,0.6968641114982578,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548084 08 31 12.jpg,27.85104443,-93.27530038,,,,,Marissa Nuttall,,8:31:12,2.87,,Crinoidea,,CRND1,Echinodermata,3,1.0452961672473868,,,,,Soft Substrate,Silt
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548089 08 32 30.jpg,27.8511621,-93.27525752,,,,,Marissa Nuttall,,8:32:30,2.96,,Crinoidea,,CRND1,Echinodermata,10,3.3783783783783785,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548089 08 32 30.jpg,27.8511621,-93.27525752,,,,,Marissa Nuttall,,8:32:30,2.96,,Nicella sp. ,,,Cnidaria,3,1.0135135135135136,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548089 08 32 30.jpg,27.8511621,-93.27525752,,,,,Marissa Nuttall,,8:32:30,2.96,,Ellisella sp.,,,Cnidaria,2,0.6756756756756757,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548091 08 33 32.jpg,27.85126817,-93.27528508,,,,,Marissa Nuttall,,8:33:32,3.4,,Crinoidea,,CRND1,Echinodermata,9,2.6470588235294117,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548091 08 33 32.jpg,27.85126817,-93.27528508,,,,,Marissa Nuttall,,8:33:32,3.4,,Nicella sp. ,,,Cnidaria,3,0.8823529411764706,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548091 08 33 32.jpg,27.85126817,-93.27528508,,,,,Marissa Nuttall,,8:33:32,3.4,,Ellisella sp.,,,Cnidaria,3,0.8823529411764706,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548091 08 33 32.jpg,27.85126817,-93.27528508,,,,,Marissa Nuttall,,8:33:32,3.4,,Elatopathes abietina,,,Cnidaria,1,0.29411764705882354,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548097 08 39 40.jpg,27.85179282,-93.27529767,,,,,Marissa Nuttall,,8:39:40,0.82,,Oculina sp.,,,Cnidaria,2,2.4390243902439024,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548097 08 39 40.jpg,27.85179282,-93.27529767,,,,,Marissa Nuttall,,8:39:40,0.82,,Crinoidea,,CRND12,Echinodermata,1,1.2195121951219512,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548097 08 39 40.jpg,27.85179282,-93.27529767,,,,,Marissa Nuttall,,8:39:40,0.82,,Antipathes sp.,,,Cnidaria,2,2.4390243902439024,,,,,Soft Substrate,Rubble
DFH33 Dive548,Bright Bank,Outside FGBNMS,Dive 548099 08 43 08.jpg,27.8517777,-93.27550567,,,,,Marissa Nuttall,,8:43:08,1.85,,Paramuricea sp.,,,Cnidaria,1,0.5405405405405405,,,,,Soft Substrate,Silt
